;  Age	   M/Ms  Teff(K)   L/Ls   log(g)  R(Gcm)   D       Li     J       H       K       L        M     NIRC335
;   0.001  0.0005   628.   -5.37    2.65   12.25  1.0000  1.0000  16.339  16.846  16.966  13.396  13.836  16.110
   0.004  1.4000  4260.    0.08    3.96  142.15  0.0000  0.9930   2.931   2.270   2.160   2.095   2.220   2.110
   0.005  0.0010   644.   -5.52    3.14    9.79  1.0000  1.0000  16.543  17.151  17.145  13.764  13.989  16.67
   0.005  0.0020   901.   -4.92    3.43    9.98  1.0000  1.0000  15.020  14.689  14.710  12.048  12.702  13.57
   0.005  0.0030  1098.   -4.55    3.58   10.27  1.0000  1.0000  14.830  13.364  13.155  10.830  11.888  11.65
   0.005  0.0040  1263.   -4.28    3.68   10.59  1.0000  1.0000  14.209  12.746  12.216  10.272  11.327  10.76
   0.005  0.0050  1413.   -4.06    3.75   10.92  1.0000  1.0000  13.328  12.253  11.669   9.968  10.880  10.42
   0.005  0.0060  1543.   -3.89    3.80   11.20  1.0000  1.0000  12.834  11.846  11.191   9.694  10.328  10.04
   0.005  0.0070  1668.   -3.73    3.84   11.54  1.0000  1.0000  12.497  11.401  10.655   9.350   9.830   9.752
   0.005  0.0080  1786.   -3.58    3.87   11.92  1.0000  1.0000  11.870  10.981  10.407   9.215   9.575   9.608
   0.005  0.0090  1885.   -3.46    3.90   12.26  1.0000  1.0000  11.359  10.648  10.165   9.067   9.400   9.499
   0.005  0.0100  1965.   -3.36    3.92   12.62  1.0000  1.0000  11.110  10.457  10.001   8.950   9.237   9.393
   0.005  0.0120  2102.   -3.19    3.95   13.40  0.9950  1.0000  10.536  10.015   9.626   8.692   8.946   9.169
   0.005  0.0150  2264.   -2.98    3.96   14.76  0.9750  1.0000  10.074   9.542   9.154   8.321   8.547   8.730
   0.005  0.0200  2452.   -2.66    3.90   18.18  0.8200  1.0000   9.313   8.778   8.403   7.680   7.778   8.027
   0.005  0.0300  2616.   -2.26    3.79   25.27  0.4180  1.0000   8.363   7.825   7.471   6.825   6.853   7.112
   0.005  0.0400  2754.   -2.07    3.81   28.52  0.0249  1.0000   7.898   7.361   7.035   6.441   6.467   6.709
   0.005  0.0500  2806.   -1.85    3.72   35.47  0.0570  1.0000   7.357   6.820   6.504   5.930   5.949   6.186
   0.005  0.0600  2875.   -1.90    3.90   31.69  0.0000  1.0000   7.500   6.956   6.659   6.115   6.139   6.374
   0.005  0.0700  2916.   -1.83    3.92   33.51  0.0000  1.0000   7.325   6.778   6.490   5.963   5.986   6.216
   0.005  0.0720  2921.   -1.81    3.92   33.97  0.0000  1.0000   7.290   6.741   6.454   5.930   5.954   6.182
   0.005  0.0750  2912.   -1.72    3.83   38.27  0.0000  1.0000   7.043   6.496   6.207   5.679   5.700   5.933
